DateKey;date_invoiced;year_date_invoiced;month_date_invoiced
1010909157ccc4bfd9b4aa46886a94704c3da9ac;2014-12-04;2014;12
324a9d36fd7d813a21d89a1e89c7d8a69ded8824;2015-07-14;2015;7
0a5c2c402f1a08bc6519c6a2f2e52da8f266fa87;2016-01-18;2016;1
b8459c9e486d46d03d5caeb41f5baa2755fd2efc;2016-04-08;2016;4
2b6b27144fbd7df7d5208ad102df1d0b9ba13ab9;2016-05-20;2016;5
5e8c620818391523441b29172df1e1675373af98;2016-06-09;2016;6
038827bf4d3550b744061051024aa236d6822e4d;2016-07-12;2016;7
e1420f7adfd9e707545210ed15ccdf90f0b9cd81;2007-02-08;2007;2
8f7e601416a9141fe5f7e1a0614a0db81c231a7c;2007-11-21;2007;11
7202508905efdad18a508b5798457ed740e1f709;2008-06-24;2008;6
339c3a2ebe27ece30acc44ed518a687b67b89d41;2008-09-22;2008;9
ca5d1454d6603674395da956150d9c6fcc6d822b;2008-10-23;2008;10
4c0f6e093030c35c2988131611e1720ebe50d101;2009-02-03;2009;2
3bab405c0550ce8546e3237ee1072e55a9827bca;2010-04-13;2010;4
33878119a3d6bc68d8f9b205a535877e9fb5c1de;2010-09-24;2010;9
98077f77c844a12da6274d16d9b0f77fa38800a0;2012-10-29;2012;10
1d22f00dcf942834d8782a62ce371fad4444fa3b;2012-11-29;2012;11
a132f4b506a0458140864f30e6d29c0cc0a31666;2013-03-25;2013;3
100286785f55540da0b2e0459b17207e5d60588a;2013-09-11;2013;9
b64bbc87bb10ffc58957ceea2d88678d517a6436;2013-10-11;2013;10
8759b6f80aa64e437628e63b24b482a2ce9e9e6c;2013-11-06;2013;11
683d757325eb19000cb4ffcd8ec662812894843a;2014-10-15;2014;10
e36c3f0c4ebee412ade82acb760c6e8496722a68;2015-02-11;2015;2
abcda078986c13454b75125041ba809336d1110f;2015-05-19;2015;5
48e3ef189035177d943b065d440b7dc56542c72f;2015-06-26;2015;6
9f42fa135808b555c6cde145434b843f9e271792;2015-10-29;2015;10
b19cbe9c8de4e86ba410e0dd17f9e79a56a5416e;2016-11-17;2016;11
d28fb4d25dc69f1f98c3a9893435ea7f70147413;2007-05-28;2007;5
b42954c34138cb18b1dc0681b543ba3144eaaf5b;2007-11-20;2007;11
ed8005fb11e72a729229b6be7629058c2730fff8;2008-06-25;2008;6
8b5865a0a5bd340b9423af8b36f6815b98d2e3b2;2008-12-02;2008;12
20dce9739d4fe78d8cebed9074949d12813d289b;2009-04-15;2009;4
ce530d4579786bd50297423639188d5933ef7694;2009-10-26;2009;10
3385fdeaaf1b21df77547b8d29487b1eec633267;2010-06-28;2010;6
75c9c0b7e4f7121dd581058d1bd7352c2a14abfc;2010-10-08;2010;10
95853cb956e8ded4cba333f261a1f442802bcdd1;2010-10-08;2010;10
8ad5469053d29494f3bef412404ed1e06ea2ff5a;2011-02-04;2011;2
a95978ff62f9e5d259b944187a76813c2bcdd64a;2011-08-24;2011;8
90ddc99a6c920254e52afa26b65755846918282c;2012-05-24;2012;5
82775a7e12b93d6a56acaac637dbc36ec651c2cf;2012-09-14;2012;9
8c0656456b2aa85ac2c2a8fc5a8378fd7b28e180;2013-01-10;2013;1
aa388decf7e7eb5c4dcb6d3acbbe5d1be40cb898;2013-07-30;2013;7
01dc0ca134f5c1dd1612f94cd05ebdad2d51d6fa;2013-10-25;2013;10
cd3d851de0e7076d82cb357718044c9925e82662;2013-12-12;2013;12
4d590b20b99de23b57e2fd8358b4333230ab4949;2014-07-30;2014;7
b6691312715eed59908e7f7d11e3486be74ec3d7;2015-09-25;2015;9
cab3b20d4bfdb30a220da4e1276bf22a6ef21e7d;2016-04-29;2016;4
5a493365562400cba8ca9fe6f8ad0e44c9fa3173;2007-01-05;2007;1
60724ad785ba9860773c81307bbfcc22786a539a;2007-04-05;2007;4
f078d0bc185a53eddc4ddda14bb7ac39b7abbb27;2008-12-16;2008;12
6e7ec2ecb2fa2bd8850f601b4339d50c42a05a35;2009-02-16;2009;2
97763ffccd26a034c423950046fcd48dacedb2c0;2009-03-04;2009;3
c1159fe29785d1492b6d8e67a9cdbfa681d8cf7d;2009-07-14;2009;7
8d948d4a4f186b34edac3857c7f9f7b380ba5797;2009-11-19;2009;11
3fe6174058478161e982641530fae3e01fb2d5de;2009-12-03;2009;12
4417f129aebdb4f80340de749f87be3c19cad4b8;2010-06-04;2010;6
cad1b13dc0f294419891962428af1da5287ce27d;2010-07-20;2010;7
b3d294a0495ee6afc0f49207e57782bf8ee6f580;2010-11-22;2010;11
e234e1122e5e10d843e6916a6b14aeea1c08f534;2010-11-24;2010;11
69eef6e8a89edf0eb3d5fc7e3cfd233f74902f23;2010-12-25;2010;12
3a1ff5407a9d5183bd8188ac9008ecd7be933d7b;2011-02-11;2011;2
96894e1ca457086bc2efc19d620f68815c8b1572;2011-03-28;2011;3
0b408a4038bcfeb80f69cf9d0e8ac049dfd4c5d4;2011-09-13;2011;9
235cbd499a8ea50e600aae99c82c94536e4fe340;2011-12-02;2011;12
52ce9fa707f67ba0592cad875f18ae6d38fa97e5;2012-03-22;2012;3
f87139e7722a683adcb40049bf727b2393ec5b22;2012-04-25;2012;4
e4cd92846a8e4f1ad883d908196a7d9193383c1a;2015-05-19;2015;5
50ac89a56f95edf6bff951c98707362ddc0fe501;2007-04-30;2007;4
90e5cbff15aa8b5545d5b8fa2a23001a2a9fd757;2008-01-08;2008;1
f5e65092ad9033a18e84125c3621a4f67a1fdb5b;2008-06-05;2008;6
c5e1759c937606ad7d9151ab218a13eb2dc6a6e6;2008-10-07;2008;10
d98c101cba835b67245fd77ed22ca568b625a5a9;2008-11-14;2008;11
63dfb8fa6c204f4cf9ca9b7fe781555636da8866;2009-11-30;2009;11
a8ae1af84c1a9dd9be77d7702a3a245ae649d437;2011-01-13;2011;1
4ac8be5843c118c5b172a66bd4b5ecac5a5ba536;2011-05-05;2011;5
575ad098a6cb4a6c288fbc0a36447426016d0b05;2011-05-19;2011;5
cef5d092fd8a185290fa4d58bd5dba98317c4f8e;2012-05-11;2012;5
41c2c0ff83898c96c0f2249a4a2cf551f349a246;2012-07-26;2012;7
f1559b1dee2f22446764f66d7a667e95b486231f;2012-09-07;2012;9
2dac69e3812e557ba126716597f16b106556dbd7;2013-07-26;2013;7
e3b23be42265ccca2e6f4a5516ab51ca0a69e063;2013-08-06;2013;8
b62c77c6281d075b1c087225ab4d7c8da7324775;2014-11-05;2014;11
fe1898949a20c3bf9c0f375ce61a2c8887a376a6;2015-04-07;2015;4
a46fca53914655b188302af16887b78bd1a39465;2015-06-17;2015;6
d89c427d09bb16f4da3076a2487811b74d1cfcaf;2015-07-31;2015;7
7b25cb9ab6aa3ebd56f9a2c82713c3010ade9b4e;2015-11-10;2015;11
63ab45bbf11d6738ffff14a23abec708d79fb669;2016-10-31;2016;10
f90793138829c9c581d39b9301fcc1e12cdd2c9b;2008-03-05;2008;3
ff6d5e6546d14f6d23edf99ba36f30fadb7e9f9e;2008-07-16;2008;7
5ca8523081550c2b873f7541d8d395541228d222;2008-11-14;2008;11
5b56328ef9dc8eecdbe8823cfe81a1253464b945;2009-01-05;2009;1
b18c83b58c6701125e7028d00cc8774f98e43569;2009-02-20;2009;2
7e0625b3a1de304c1b2776a90108418a6fed9835;2009-05-05;2009;5
a003bf945e4f44a00fa306c60f95ef65fafa1871;2010-05-20;2010;5
43522b47a1b888996cc98bbdbb54f2a3d1331f6a;2010-11-16;2010;11
d22095c6cb2b764d696ed9654f7e0d4f00ab402a;2011-05-17;2011;5
74b933c2e2c9b2d417219568f17fee22f4041af4;2011-12-20;2011;12
9c012b9186f3059d505735feb85468c4327a9f00;2012-01-18;2012;1
a708e444321733c7562b117ca569483f9601abd8;2012-10-24;2012;10
15e0654db7cc38ca50a1704d690a3c4dd3029429;2014-04-22;2014;4
2bb2e0db742e6f33fc55a43c8785b07dc8958642;2014-06-17;2014;6
12b8b818d22368307a06189f83cbcbdd0849a21e;2014-06-25;2014;6
0c868418cc38f06f3c7f3860db2aaa4b10d7ef76;2014-11-20;2014;11
7052aae87011a613b78ea3427bc8e9eea95218ef;2015-01-08;2015;1
312128039e747e94372c2f55c2226f39baaaa539;2015-05-21;2015;5
9af4a1c400951b02d126ef246fdb96670cc17d9b;2015-07-23;2015;7
e8b5f2f174a3bb68d58a5f73d59e9d6b3e13b892;2015-11-25;2015;11
159e0b8f882d0f0873972e81ad0a72fe8575a15d;2007-01-08;2007;1
966eb8a221255e0b397ccddfd8d703f01eadc806;2007-01-12;2007;1
654264668487b52a0477402635a74607d8436301;2007-04-02;2007;4
643d762d3eb4520095f19a98923b8109953b2a51;2007-11-14;2007;11
11afd2620d236c23a087d85a5da2ef0c54681076;2009-02-12;2009;2
e9c8a818c725ce7a913ddcdb939f70f773b87c8c;2009-06-08;2009;6
83761798b54ffa82701294343a2c8b73f36c3d63;2010-03-31;2010;3
6b64eeac21c87c7e24cc2b5ac5df2e414c044876;2011-05-31;2011;5
a9654bd4bda3d9c14eadd0036e7428ce31ca8b1b;2011-11-30;2011;11
0819aa302714280bb686948c0ed74a7414c9cc02;2013-01-30;2013;1
6e07dd7c8ce39b4f86f62b19bab8f76963abbc2e;2013-03-07;2013;3
9fe7073bb29d0cd55df8efbbe20f2cf6b01f691f;2013-05-02;2013;5
7674c882e4625d771b7d082819f1e99112de529f;2013-07-03;2013;7
c52a1adc0c08051f25805aedfce3234c09a52982;2013-11-21;2013;11
12a603eb5a6f0f0d8cef97151c779ab4b58fec04;2014-06-25;2014;6
148e4fb1d6e8cd0a1b58e0a40af3547f96d0f675;2014-10-29;2014;10
35e3f2648bea8536b6c171c1a96b090344b3f2f9;2015-04-28;2015;4
0785de6f3cdfd4143add75d87383c207a5853552;2015-07-16;2015;7
2d642b0cecaaeeebe579d5109a114c1ee2fa48d0;2015-12-15;2015;12
8ccba39f9d65c7cb4e814d23780c9f5d0bf130b8;2016-07-25;2016;7
036c07b12dce0c4b8ea7de692e5230f7d01be533;2007-01-16;2007;1
acb41e9e86e73f193514a8692fd627983872afc8;2007-08-14;2007;8
eaffc16d404de17e122bdba891888454815ec664;2008-02-28;2008;2
2b95e129d986f255cd510b8e802aeb7f573f93df;2009-10-27;2009;10
561a688b228d2c1de4628ba24d61eb12e27633d7;2010-08-06;2010;8
b12f3411f86fd3c629e87c60a5095f70f98bc509;2010-11-05;2010;11
076307c5b37d182849d34d2eb5bc368495d11a81;2012-01-23;2012;1
8483f453b1140e3af5acbdee41b8941601c6ff1a;2012-02-16;2012;2
a315d679dabff8c275af382e281c2b893f4a8840;2012-04-27;2012;4
2268744548746d705044192e74b8be41a9fb87dc;2014-03-06;2014;3
938e307372bd15163c881f6d043470a513cfc388;2014-05-12;2014;5
790fdf035e985126d096686eff6d94555e32d8c0;2015-03-26;2015;3
20ae3172b03219ccb802cc01cf68cbbaaa7bc9e6;2015-09-29;2015;9
aa830e80249118a61505dd003dd79270a90b4acf;2007-01-29;2007;1
a699be876f86e9af1592437c57b85b5a5544cf42;2007-03-08;2007;3
f52ffb8c16e88fc9390e6165514e9cfc371ec269;2007-08-13;2007;8
db94195870d396d654c3fdbc1a80efcdba43163a;2008-05-20;2008;5
a794e2b53db0d90dbfdce860c199a38c12a3a599;2008-06-24;2008;6
d9f242e3f0ffdf6dfbbb70ace13502c21b2c6e51;2008-10-17;2008;10
c61cd9114e1c258f423b0932432e450011f45cfe;2010-09-16;2010;9
3690ed15644a7e672ffa46114afbb389b56bf21b;2011-08-24;2011;8
a892b205726446c834d0114a6ecf9f0b23375e07;2011-09-28;2011;9
7b3fb30b35efff75e48653ee7b0c40b2c02ffbcc;2012-04-27;2012;4
f50023cfa8ef3c0ed5fe739c5fec3bf85fda46e3;2015-05-22;2015;5
dbe3ef1bba8f5ccd66209278fcceda994a61454c;2016-01-20;2016;1
ba89a1bbfd41aee57390034f40c9f2a2eb597a7c;2016-04-19;2016;4
20c52f3cf0930735cf0d868043556de658f58981;2007-01-02;2007;1
94871317608d1ac05e52dda07fd636272a7a44a2;2007-01-04;2007;1
16d63966de5ae7a92c302c18749a4f121935e451;2007-06-22;2007;6
15b8e367173224e3e7a0dab367b2a615cba1a9b5;2008-05-07;2008;5
dd97a7250890e2734677764a027e8b07a66db1d4;2008-09-25;2008;9
babac387be61296e95b4efbc059f3663ef7beb41;2009-05-12;2009;5
b954c6d4ba208c4fe754b30dc25575670f2c7eb1;2011-02-04;2011;2
c59972654f5d72684ac4315c3c27b7102792661b;2011-05-31;2011;5
1d3aa829adebf808cd8eb14ec18d801e2c6589ef;2011-10-07;2011;10
77779e2e1a2a86901920453c967f0b8c3b233fe3;2012-04-20;2012;4
4789bcdd41fc6c4194244791f8744d5f461da4cf;2012-09-26;2012;9
494f9f40700f1b6784b4ba5ecd89c903c251f8f9;2013-08-22;2013;8
46713c91d06c9d1922af20b7add858503e25a3cd;2014-03-17;2014;3
08ab0ce03bf1806cb2ec8569935f0fa4e2f3c5f2;2007-01-02;2007;1
abf4a39f62c202ce04fa243a80a8169c04a685f7;2007-01-04;2007;1
25a1022e9237017506059c63c718aea38b1a9858;2008-02-20;2008;2
9163f13b5813a636a7342b3dff16b899853c062a;2008-09-04;2008;9
628f83e91dcfd514265c26cbeebfcf4dda0a339b;2009-02-06;2009;2
5d34c3f75208f848fd0a6a058eeb558fc5d340f0;2009-02-11;2009;2
7145d0c7a16f67b903d757958d59c42c7666d9c6;2009-03-17;2009;3
6eb385d08c17c8a68ac4c271ae7e28cfd672351d;2009-08-11;2009;8
e0b0ccd2f8e5567a23599e5671071cd80b2e7a56;2010-07-08;2010;7
6ea4c02a99a75f06070ff42d791320da48b9a3b8;2014-06-20;2014;6
d0356a421bae106989cb6da73c007d433675d0ef;2015-01-30;2015;1
b7673e852112f4b98daf1cd8d58998fcb021b6e7;2016-05-03;2016;5
3907a3184c355601d9cb3f6d6829d8eaf65e9067;2016-06-13;2016;6
ad0fcf6be35c839b28efa8c082ea87121342ac23;2007-01-02;2007;1
b1f65a23d9c0da9d11cd9aafb51ef902e638eeaa;2008-11-11;2008;11
277b7c127ab4bd70d751a3f8d0762453e259d46a;2010-07-08;2010;7
39d5cff5f02c144ba1ebb7a5850061fa43010bca;2011-11-03;2011;11
39aa244f822588190e18aefa003d6639cf714c28;2011-12-12;2011;12
a8252acea8274ee657b2c84621d106710434e11e;2013-03-08;2013;3
3c7c52054885bfc03f4ebe5f33216eaf722924cc;2014-04-17;2014;4
80f2e2dc971903a5d605281275fa57b1c95cab11;2014-09-15;2014;9
139ea66dd20619f3625a9c8dc4eb44cbb28f9b64;2015-06-26;2015;6
efdff52476183df53c4ff966f1e4311384702878;2015-11-03;2015;11
92b74548076655ea2b235ece8de1c7503267ad9e;2016-06-17;2016;6
5191a38e6f0d6e6540f1f26a454f4503ed4da101;2016-12-08;2016;12
c9a436ad9dba648a8f6e14cbd87519a9b676572e;2007-01-03;2007;1
12cfc70bae7554f657dfff83ee4bf40b285d743e;2007-09-27;2007;9
31204a922377acefcb373c1843368b6895995fb7;2008-04-03;2008;4
b0898c28840ed1074d4ea2617e9f441903601e9d;2009-04-06;2009;4
16f56f62327f8542d57c5d9897dfe7b1c7eb0f16;2010-08-04;2010;8
1783f0cd3e8a3f1d68133bd0e2b2200ecaabae55;2011-11-10;2011;11
32ba36c436c869de1ec2a0f440973fa8c4e84653;2011-12-20;2011;12
3b1f38de1e1c02ac868c070f77a81a18dfc44ac4;2013-01-30;2013;1
85b401d933f2ed117263c8d255065a55d1b4b08f;2013-11-11;2013;11
4ff610c2c9f1250540c1c46791f623d5f94d7b15;2015-11-10;2015;11
8304b2f761d7508a4b338009c1102ed024c13058;2016-02-04;2016;2
0a21ea9d122937b66a81361eae97a981064fe07d;2016-10-26;2016;10
9357f847d82108987ef84485f6bb4cb681108fb0;2007-01-29;2007;1
72824974d9fa29a679e86879bd4e4717372f3d5a;2007-11-02;2007;11
1bbdc3bafd1dab38278278e62dea9b1137d1f439;2008-01-23;2008;1
26b18a48abbccdbd0c10ac43f60f4c8d8ceb60b5;2008-05-07;2008;5
6c0727f362de28d3ad2e14f6231e6377a26d3116;2009-11-10;2009;11
24d907f481e143f833b130ba7340e1040ffc0e52;2010-09-22;2010;9
fcbaa9efffe85e346f3d618543943edf6c0736c4;2011-05-16;2011;5
3f94aacfb9dd222aac405056c4083e09eb9ced2e;2011-09-23;2011;9
48b2f29303553670d4f4dbd157b0bed24b6348ea;2015-08-11;2015;8
3445c8ee331d97e9bf30e406d549ea8e2184c160;2015-12-04;2015;12
70fd1cc82e6a2e31ba9b21e997677a42774ead32;2016-10-11;2016;10
3cbb9325c8aaee6f38392804bbc65cfbfa64beff;2016-12-13;2016;12
6a53d317bf77e092e54b52923d099ff176782487;2007-01-05;2007;1
bce599f65164706f89c9ecd3299f92fdcddef854;2007-12-13;2007;12
1b51b1dfbc5706835cdceca36ee5d43c1e72e562;2008-09-12;2008;9
ea0b3c12d98aeb14b560f6b1556cd68ad8981667;2009-06-19;2009;6
f55375951ea43f84ac36b746d3242bb3f6bbabde;2009-11-06;2009;11
c37bef19e443778c45d7d309fbe3b96d1ed496ed;2010-05-04;2010;5
030065a2b3fe33db87d5c320bccaff030cfbd786;2011-02-14;2011;2
9b6ef8d64f142390f98ded232fa731b15472ed6e;2012-07-30;2012;7
43193aa36726aa2d396f55b6f0db9940f7edd43e;2013-02-20;2013;2
f21406153c1c6a2d7cc0eac24920a6ad8b5abff4;2013-03-18;2013;3
4e6b18e3aab353085b1d9e7a687923517400b2bc;2014-02-10;2014;2
20cdf0e5e8573f899c7cab048841a3d7acbb0825;2015-12-07;2015;12
8c5ea65b69685f583c1dd56ad9314d6a257fc627;2007-04-30;2007;4
dd07e943366e234c432c3b917c958559108c62b5;2008-11-04;2008;11
bb522c576ac22340fe397b6578355621f0302f48;2010-02-01;2010;2
0f8eac4bc43ef691e34557bccad769fe56245cb6;2010-10-15;2010;10
6fc1384b1ceef30d8cd399785a48682ec2c69e94;2011-06-20;2011;6
d7de1d1142ba0fbfd2c0001349c62e71d84b67da;2011-09-05;2011;9
89c0c76bbcb9a981e0cf7f86dd687853bd75bef6;2012-02-22;2012;2
2b2414d90ce48935a150d394bdab69691ae60f41;2012-05-17;2012;5
61e0735899752445cb0abc0b551789f22cdc40a7;2013-02-20;2013;2
deea36177d5296b25ece3095d267ee2092ec9a83;2013-03-21;2013;3
fac551857b44df30140af1189ffb711e072b529f;2013-05-02;2013;5
1b8f7d23270669ab6569142e11eb46bebae7cdce;2016-05-17;2016;5
0a9808de599783f276e904cf371d7cc3d725a6be;2007-02-13;2007;2
d95c708f989f57a7f82e388c2be2a71062f98e06;2007-03-19;2007;3
f6917f3002dff1d0efbc4bd8352b860c76c707d2;2011-03-09;2011;3
dc7733e1486b097278be348253fd16fbd4c0587e;2011-03-30;2011;3
72861beab42fa8208d38738c5bb38e26d1db0501;2011-04-05;2011;4
b8de2f6c0ad99a09a17a1bc0b0dd24a59edfd525;2011-08-04;2011;8
43b31058b6465f1e4c509fb4a308e251bc0e00c5;2011-09-19;2011;9
ca8289e64224c97ff5ebdb23ee6d7918e62b2403;2012-07-24;2012;7
8f54c9876190de71d1f4c8ae50914f4fb4aceda4;2013-02-01;2013;2
a3f775ffc15866a55ad75f108d376022ebf7541d;2013-10-07;2013;10
cdc43a543959671ddce671db36aa2379461dc816;2014-03-06;2014;3
dd4cd901ea0a18a98c23bac691a318d105ee8e69;2016-10-12;2016;10
f1354e87f62e68b43aed03bfcc7ec14db04f772e;2007-06-12;2007;6
953cd590a68e97d1f1100592037ae3240bb5c9f9;2007-08-21;2007;8
4c969cb1a2c667995cb44f865e7b52cc418e886f;2007-10-02;2007;10
07147eedbc98a6ebb6cc2bf646a5db9b451f129c;2008-03-24;2008;3
39668b056738bf7df5af146d4da799a9b7a775ba;2008-05-29;2008;5
3e1e88816c07e59c2aec301b852fde3230cec40b;2009-02-18;2009;2
b4fee40c4b0908cbfe17c927ab5f0595057e081d;2010-07-16;2010;7
dc42b23d6c3939dab9e64ed7cc78a4de2ac87f0e;2011-06-28;2011;6
4d937caf3d63a1ef5f54158dcb348b707ee04367;2011-11-07;2011;11
74cd337122e8068738f6c6ef253ddc6a786cd9dc;2012-05-23;2012;5
c1b2d7b79e3ba6c55423022ad61a709153df4327;2015-04-07;2015;4
22af92f3464393c73318dfb39bee7ad972fedb30;2016-07-21;2016;7
5fafbb7a24a85f38d0a54b5e40a0164f91a0a0cf;2008-09-19;2008;9
d15a095c211e055b9ea54fbdbc87fa862fd943d9;2009-05-15;2009;5
7ee23d3d3b969b47415fd3045dd7ebcc56d3eb6d;2009-11-23;2009;11
bdc71f795f8ca8e91c3e6a7bf730513407725237;2010-02-12;2010;2
d47b39619d572664154ba04a2baaa32079f471fb;2010-03-31;2010;3
28b8ec99618b01841fcba0c794a54b38cb74983a;2011-04-01;2011;4
9aa3798f419f24f39fcbcab59d68060c0cada1f8;2013-04-19;2013;4
c7fcc3b8894e0b9e156d77b7100513ab0132e57f;2013-07-22;2013;7
d0e83ee6f39f082fba49c54b0d7a1de6d1cb7836;2013-10-30;2013;10
de90a6c3de1719c7e0bd6e9da99471cfd2378ae8;2014-06-20;2014;6
6dc4cac94d8804d8e733f97c310b04791e15fbf1;2015-05-22;2015;5
ecd83af4873645f04e0ba26f392d4ec7ca15da58;2016-09-30;2016;9
e221dea9106d9248533a570cb33824dc178fcf5c;2007-01-03;2007;1
790626ea66ea92f2fd98f22b9e2bfa9e2c5302ac;2008-07-17;2008;7
3cfcc97be3b0995d4e649aca958b95bca20b70e0;2008-09-04;2008;9
e0125bdd09a142a385ca81376a924dc11e6311f4;2008-12-11;2008;12
b94c591e6619aaac120bb602e0f7c0d8d2b58c70;2009-02-12;2009;2
69df7079e496b9f73c95011a48dad88682dc36aa;2011-01-20;2011;1
df96b853a80275b0b5697c47c49367840feaaf55;2011-07-20;2011;7
949d05445a32c25030855c878cae7d003872ddeb;2014-02-24;2014;2
5b6e7c31566c9d264dd54bc7cfc3a971115314d1;2016-01-06;2016;1
da3146b01573bb02603c17c65f2e40696b5d3b75;2016-04-19;2016;4
3f5762ef5dba744ed2b7dcf0e01fde00cb0f98cd;2016-09-22;2016;9
69f7cac0d41332150d504399cecc5280db2419a9;2016-11-08;2016;11
8587cbc64f149cccb1d71cfcd5a5322eff3dd527;2007-01-02;2007;1
867d294480410f47fc39176d3848ee4d26c9f71d;2007-09-25;2007;9
cb47e1264459170707f29f21e5c2199eaeee4410;2008-11-12;2008;11
010cdc92e49b18047414a4482765e04c225e9ad7;2009-08-24;2009;8
551322fa59812de8fd69533b4285a27969ea3bd3;2010-07-13;2010;7
fbaab402a0d6c77c2baa2c4d92d5d743b249051d;2010-09-03;2010;9
7b82a9e5e3f1c177c02d13ee228c8daad3ce1466;2011-02-18;2011;2
690426f12d1925d60cf6513961c02ca1dfd7c6ab;2012-03-27;2012;3
4cf7fa14b134f578117af7339053b83c1569f776;2012-06-12;2012;6
dfed95e64e88a64a55e311bd6f0340779608ab67;2012-12-10;2012;12
8159242851919682c21fbc7688a475fddadc3fcb;2014-08-04;2014;8
dc55f5c604cfedac937d3fd0809cefceae4d5374;2015-01-30;2015;1
d81b486e08c6abca7811fff7c83ee3844ea27eb0;2008-05-26;2008;5
68cbd42803d283490ebbc04ce8a78c1b4fe91ad7;2008-09-11;2008;9
4fb839c1da412f8cd5a2a04a01247633ab25fea8;2009-04-16;2009;4
375b616747242e33859a4a4bc567981a61daed1d;2010-09-06;2010;9
53098e0e5d2f89829773de1c8ff8a99e65a5a37a;2013-07-04;2013;7
caacf822f6f0c49843dc8c54d7f596475d3251a0;2014-01-23;2014;1
f32c30f47cfd79ade2aeb5096509d7b400147555;2014-05-20;2014;5
c8f6f71977ebd8f3ea792f2f3ff48d3a35a982da;2014-11-12;2014;11
137c3d2b1d16f28564d48618f86abd8c8f4a6264;2015-04-14;2015;4
5866c17ccb1e487f531207b62283daa9ae4d54a5;2015-06-05;2015;6
9bf4306d6e0a6ee10760574c8683b2033e9a8a94;2015-07-20;2015;7
88f362e07110487d0ed2186c0b5a0ea01cdcead7;2016-06-13;2016;6
dd9b29440a2de6e7374384bc328180ca072a844e;2007-08-16;2007;8
507fad101ac505138fd8ed691a427e6704aa39d5;2008-07-18;2008;7
ba87582fa2dac84752f27f6a99de62ea1be7017c;2010-07-29;2010;7
826f5b17922dee4d5b8c3095876051d48d8216cb;2010-08-19;2010;8
418b1c0f7da095c3d8d2360fc1585e732ec877d3;2012-07-05;2012;7
1e159762dad0e94420c85780f572a07ed06d09fc;2013-01-16;2013;1
f036e0a978a710a0f6593a731e83bed0a2e44375;2013-05-23;2013;5
df3959a7a886bbff456590c19d4d3271849e7764;2014-07-30;2014;7
bfb99383935e84292e1405f1aae03286e4a34206;2015-05-28;2015;5
2a72193c1fc440d59e374c2ab1d6848ff5edb8fd;2016-03-10;2016;3
cf30fb899e281e5113aa75272ecd2ca28f689701;2016-06-17;2016;6
3c5239252e58b8b57c64637ef8b81a939f4e1d85;2016-06-27;2016;6
1be01d4259a79d80a0f34b5ce4ae9a2bb4d31655;2008-07-11;2008;7
7e80911962b455af87924b7294502ae3f33927ec;2008-12-24;2008;12
01df7b6c7836819b6831007bac8c7d8c1a828015;2009-06-19;2009;6
0efca3eb2fffd2bfdf1ec1dba6bd50818d971364;2011-02-22;2011;2
47998a7a5cd32a393c6d6f7b2481b2c4e57d7969;2011-12-15;2011;12
02fb8cf58f3dca095d5f618dc84c71270ae055ca;2012-11-21;2012;11
d3c50caab204d1928b375ee9990bfbeb389bec96;2013-02-06;2013;2
7b69d7f1df2aa2666f5c3cf9a32ad0d18590e899;2015-01-09;2015;1
2b72b30b50aef2eb15d22ffebbe5284214a5c068;2015-07-21;2015;7
e78f862ebde838f769b768fcd965476fb32c8bc0;2015-12-02;2015;12
0a1df1f86d480cff2e0e3203c3c33187285720ee;2016-03-21;2016;3
6e6b693ad6ab63b6951880b0062bbce839b4f46f;2007-01-12;2007;1
a85b2065aaa3783879dd83c352cf56de608e924e;2008-04-23;2008;4
d22d7c78aa33a1cf768746a5bdeca8b4000deb1b;2009-02-25;2009;2
a425919dec20d13fa386486023287fa107ee98d3;2009-08-04;2009;8
5161df6ef122eef1390a4d10c1ecb77517d2167a;2009-11-18;2009;11
f9101569f244a7e566c7b17944973f2118a273a8;2010-04-22;2010;4
af63507448720d5962da75aaa5974fd4318224bd;2012-10-23;2012;10
2b4cb12739ddbd92fd8268bd64b1655d3b163dbf;2012-12-06;2012;12
d0d03e0708fe5786f565351ffdad406eec6c355c;2013-01-17;2013;1
988590e4137be6f2b460715328a8712c46c537ee;2013-06-10;2013;6
b8a09f70842e778a2f14fad5778aa4fac7cbc8e1;2015-12-08;2015;12
2c1bc007488f108d37c341d729070a82ec6bed7e;2008-10-24;2008;10
e3d37c1d555afbb58c8b1c11ea4bc2cb6a1713bc;2010-01-22;2010;1
b90a0d6fee193827329865a47041bdae2ff75198;2011-05-12;2011;5
6864e679589f1338a168b3f651a7ef770efad625;2011-10-07;2011;10
3580f92b5232b575065f6974eba0b8eb6b469d0a;2012-08-09;2012;8
caa910618551d57d7d0e5b45d748c3c28b130901;2013-01-11;2013;1
c2a2c9e2f1f56904fb022684d09fedeaebee5e47;2013-05-21;2013;5
0d116cfbc57c1f2bf9fe3bd6406a8b9d46e104cc;2014-01-29;2014;1
9510854c262167cde04c0428dce4aab285f37de7;2015-01-22;2015;1
96984ffb746a47ad20c9db3a0e49802b38c2d9ec;2015-09-17;2015;9
9ad4f7a3e6d6e9d67d10a18fde86e2f916669aa2;2015-12-16;2015;12
32b9aac45cd19b62196d1fe1e6c22d5baba4b99f;2007-01-05;2007;1
